,draw_number,date,num1,num2,num3,num4,num5,num6,num7,sup1,sup2,num1%3,num1/3,num2%3,num2/3,num3%3,num3/3,num4%3,num4/3,num5%3,num5/3,num6%3,num6/3,num7%3,num7/3,sup1%3,sup1/3,sup2%3,sup2/3
654,1263,20180501,15,11,9,19,27,8,36,5,29,0,0,2,0,0,0,1,1,0,1,2,0,0,2,2,0,2,1
655,1264,20180508,41,45,27,31,29,9,43,16,6,2,2,0,2,0,1,1,2,2,1,0,0,1,2,1,1,0,0
656,1265,20180515,41,3,12,13,6,40,29,4,39,2,2,0,0,0,0,1,0,0,0,1,2,2,1,1,0,0,2
657,1266,20180522,2,13,39,45,19,12,31,24,41,2,0,1,0,0,2,0,2,1,1,0,0,1,2,0,1,2,2
658,1267,20180529,13,21,44,1,8,12,9,38,10,1,0,0,1,2,2,1,0,2,0,0,0,0,0,2,2,1,0
659,1268,20180605,11,30,45,18,33,37,23,6,3,2,0,0,1,0,2,0,1,0,2,1,2,2,1,0,0,0,0
660,1269,20180612,22,2,31,38,12,7,45,11,29,1,1,2,0,1,2,2,2,0,0,1,0,0,2,2,0,2,1
661,1270,20180619,20,18,26,35,10,22,16,25,34,2,1,0,1,2,1,2,2,1,0,1,1,1,1,1,1,1,2
662,1271,20180626,14,36,32,11,10,34,22,30,2,2,0,0,2,2,2,2,0,1,0,1,2,1,1,0,1,2,0
663,1272,20180703,27,23,18,10,4,9,16,41,35,0,1,2,1,0,1,1,0,1,0,0,0,1,1,2,2,2,2
664,1273,20180710,37,13,10,1,40,3,44,41,6,1,2,1,0,1,0,1,0,1,2,0,0,2,2,2,2,0,0
665,1274,20180717,19,17,38,20,28,11,42,27,35,1,1,2,1,2,2,2,1,1,1,2,0,0,2,0,1,2,2
666,1275,20180724,38,2,13,40,3,39,22,34,7,2,2,2,0,1,0,1,2,0,0,0,2,1,1,1,2,1,0
667,1276,20180731,7,26,25,40,10,13,1,38,31,1,0,2,1,1,1,1,2,1,0,1,0,1,0,2,2,1,2
668,1277,20180807,31,26,15,21,14,24,40,33,3,1,2,2,1,0,0,0,1,2,0,0,1,1,2,0,2,0,0
669,1278,20180814,5,11,28,24,38,37,25,1,27,2,0,2,0,1,1,0,1,2,2,1,2,1,1,1,0,0,1
670,1279,20180821,9,32,4,14,38,12,3,35,24,0,0,2,2,1,0,2,0,2,2,0,0,0,0,2,2,0,1
671,1280,20180828,21,13,1,2,23,19,34,11,33,0,1,1,0,1,0,2,0,2,1,1,1,1,2,2,0,0,2
672,1281,20180904,25,41,30,33,11,15,36,34,14,1,1,2,2,0,1,0,2,2,0,0,0,0,2,1,2,2,0
673,1282,20180911,6,4,36,23,2,30,32,11,27,0,0,1,0,0,2,2,1,2,0,0,1,2,2,2,0,0,1
674,1283,20180918,39,26,42,32,33,20,23,22,24,0,2,2,1,0,2,2,2,0,2,2,1,2,1,1,1,0,1
675,1284,20180925,29,17,33,39,21,20,24,31,8,2,1,2,1,0,2,0,2,0,1,2,1,0,1,1,2,2,0
676,1285,20181002,7,38,41,16,15,24,43,34,27,1,0,2,2,2,2,1,1,0,0,0,1,1,2,1,2,0,1
677,1286,20181009,4,45,32,41,26,30,25,9,44,1,0,0,2,2,2,2,2,2,1,0,1,1,1,0,0,2,2
678,1287,20181016,43,21,14,3,15,41,2,29,25,1,2,0,1,2,0,0,0,0,0,2,2,2,0,2,1,1,1
679,1288,20181023,12,27,28,44,7,33,32,19,17,0,0,0,1,1,1,2,2,1,0,0,2,2,2,1,1,2,1
680,1289,20181030,8,3,31,17,14,7,28,30,39,2,0,0,0,1,2,2,1,2,0,1,0,1,1,0,1,0,2
681,1290,20181106,22,15,14,23,27,3,34,33,8,1,1,0,0,2,0,2,1,0,1,0,0,1,2,0,2,2,0
682,1291,20181113,19,11,9,45,28,42,16,6,35,1,1,2,0,0,0,0,2,1,1,0,2,1,1,0,0,2,2
683,1292,20181120,39,28,24,13,2,22,19,5,1,0,2,1,1,0,1,1,0,2,0,1,1,1,1,2,0,1,0
684,1293,20181127,4,18,30,13,38,7,25,3,5,1,0,0,1,0,1,1,0,2,2,1,0,1,1,0,0,2,0
685,1294,20181204,21,18,32,35,27,19,20,17,44,0,1,0,1,2,2,2,2,0,1,1,1,2,1,2,1,2,2
686,1295,20181211,42,33,38,8,18,37,7,32,20,0,2,0,2,2,2,2,0,0,1,1,2,1,0,2,2,2,1
687,1296,20181218,16,15,27,4,13,45,29,43,26,1,1,0,0,0,1,1,0,1,0,0,2,2,1,1,2,2,1
688,1297,20181225,28,4,38,11,7,32,33,40,3,1,1,1,0,2,2,2,0,1,0,2,2,0,2,1,2,0,0
689,1298,20190101,32,30,26,11,20,23,44,6,18,2,2,0,1,2,1,2,0,2,1,2,1,2,2,0,0,0,1
690,1299,20190108,12,35,20,36,43,32,5,10,45,0,0,2,2,2,1,0,2,1,2,2,2,2,0,1,0,0,2
691,1300,20190115,31,42,20,28,15,36,27,40,38,1,2,0,2,2,1,1,1,0,0,0,2,0,1,1,2,2,2
692,1301,20190122,4,7,36,25,26,35,32,41,45,1,0,1,0,0,2,1,1,2,1,2,2,2,2,2,2,0,2
693,1302,20190129,22,38,27,26,35,4,19,25,36,1,1,2,2,0,1,2,1,2,2,1,0,1,1,1,1,0,2
694,1303,20190205,8,16,37,41,7,6,1,28,17,2,0,1,1,1,2,2,2,1,0,0,0,1,0,1,1,2,1
695,1304,20190212,12,6,36,3,10,5,39,9,26,0,0,0,0,0,2,0,0,1,0,2,0,0,2,0,0,2,1
696,1305,20190219,17,42,26,15,30,34,9,41,23,2,1,0,2,2,1,0,0,0,1,1,2,0,0,2,2,2,1
697,1306,20190226,27,37,32,9,45,23,8,31,3,0,1,1,2,2,2,0,0,0,2,2,1,2,0,1,2,0,0
698,1307,20190305,30,38,33,9,7,42,22,35,43,0,1,2,2,0,2,0,0,1,0,0,2,1,1,2,2,1,2
699,1308,20190312,36,28,27,7,37,9,25,14,21,0,2,1,1,0,1,1,0,1,2,0,0,1,1,2,0,0,1
700,1309,20190319,40,41,13,6,14,22,28,18,17,1,2,2,2,1,0,0,0,2,0,1,1,1,1,0,1,2,1
701,1310,20190326,12,28,24,29,9,18,25,13,31,0,0,1,1,0,1,2,1,0,0,0,1,1,1,1,0,1,2
702,1311,20190402,7,9,17,22,37,36,43,8,39,1,0,0,0,2,1,1,1,1,2,0,2,1,2,2,0,0,2
