,draw_number,date,num1,num2,num3,num4,num5,num6,num7,sup1,sup2,p-1-num1,p-1-num2,p-1-num3,p-1-num4,p-1-num5,p-1-num6,p-1-num7,p-1-sup1,p-1-sup2,p-2-num1,p-2-num2,p-2-num3,p-2-num4,p-2-num5,p-2-num6,p-2-num7,p-2-sup1,p-2-sup2,p-3-num1,p-3-num2,p-3-num3,p-3-num4,p-3-num5,p-3-num6,p-3-num7,p-3-sup1,p-3-sup2,p-4-num1,p-4-num2,p-4-num3,p-4-num4,p-4-num5,p-4-num6,p-4-num7,p-4-sup1,p-4-sup2,p-5-num1,p-5-num2,p-5-num3,p-5-num4,p-5-num5,p-5-num6,p-5-num7,p-5-sup1,p-5-sup2,p-6-num1,p-6-num2,p-6-num3,p-6-num4,p-6-num5,p-6-num6,p-6-num7,p-6-sup1,p-6-sup2,p-7-num1,p-7-num2,p-7-num3,p-7-num4,p-7-num5,p-7-num6,p-7-num7,p-7-sup1,p-7-sup2,p-8-num1,p-8-num2,p-8-num3,p-8-num4,p-8-num5,p-8-num6,p-8-num7,p-8-sup1,p-8-sup2,p-9-num1,p-9-num2,p-9-num3,p-9-num4,p-9-num5,p-9-num6,p-9-num7,p-9-sup1,p-9-sup2,p-10-num1,p-10-num2,p-10-num3,p-10-num4,p-10-num5,p-10-num6,p-10-num7,p-10-sup1,p-10-sup2,p-1,p-2,p-3,p-4,p-5,p-6,p-7,p-8,p-9,p-10,current,random,p-1-9-gong,p-2-9-gong,p-3-9-gong,p-4-9-gong,p-5-9-gong,p-6-9-gong,p-7-9-gong,p-8-9-gong,p-9-9-gong,p-10-9-gong
292,901,20110524,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,12,35,34,17,15,30,37,4,5,36,42,45,34,19,10,40,8,7,44,29,42,36,22,25,41,21,16,35,11,20,43,19,9,45,27,37,41,5,13,40,9,18,29,19,14,18,42,24,45,43,21,40,10,44,41,17,25,24,27,3,34,43,45,44,16,13,37,39,10,15,24,40,26,15,25,8,41,28,16,24,35,"[11, 10, 14, 33, 39, 29, 26]","[12, 35, 34, 17, 15, 30, 37]","[36, 42, 45, 34, 19, 10, 40]","[44, 29, 42, 36, 22, 25, 41]","[35, 11, 20, 43, 19, 9, 45]","[41, 5, 13, 40, 9, 18, 29]","[18, 42, 24, 45, 43, 21, 40]","[41, 17, 25, 24, 27, 3, 34]","[44, 16, 13, 37, 39, 10, 15]","[26, 15, 25, 8, 41, 28, 16]","[24, 7, 21, 40, 9, 15, 25]","[33, 34, 7, 8, 17, 19, 31]","[23, 1, 12, 7, 16, 43, 22]","[25, 1, 2, 30, 31, 1, 43]","[28, 19, 1, 14, 6, 31, 16]","[44, 37, 34, 28, 21, 31, 22]","[26, 10, 36, 32, 6, 28, 1]","[38, 1, 8, 11, 1, 10, 40]","[37, 19, 7, 1, 36, 19, 16]","[38, 19, 11, 34, 1, 10, 25]","[44, 10, 8, 35, 16, 31, 1]","[8, 1, 11, 12, 26, 40, 7]"
293,902,20110531,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,12,35,34,17,15,30,37,4,5,36,42,45,34,19,10,40,8,7,44,29,42,36,22,25,41,21,16,35,11,20,43,19,9,45,27,37,41,5,13,40,9,18,29,19,14,18,42,24,45,43,21,40,10,44,41,17,25,24,27,3,34,43,45,44,16,13,37,39,10,15,24,40,"[24, 7, 21, 40, 9, 15, 25]","[11, 10, 14, 33, 39, 29, 26]","[12, 35, 34, 17, 15, 30, 37]","[36, 42, 45, 34, 19, 10, 40]","[44, 29, 42, 36, 22, 25, 41]","[35, 11, 20, 43, 19, 9, 45]","[41, 5, 13, 40, 9, 18, 29]","[18, 42, 24, 45, 43, 21, 40]","[41, 17, 25, 24, 27, 3, 34]","[44, 16, 13, 37, 39, 10, 15]","[25, 33, 4, 36, 45, 41, 43]","[3, 5, 10, 18, 20, 22, 26]","[4, 19, 40, 11, 1, 1, 16]","[23, 1, 12, 7, 16, 43, 22]","[25, 1, 2, 30, 31, 1, 43]","[28, 19, 1, 14, 6, 31, 16]","[44, 37, 34, 28, 21, 31, 22]","[26, 10, 36, 32, 6, 28, 1]","[38, 1, 8, 11, 1, 10, 40]","[37, 19, 7, 1, 36, 19, 16]","[38, 19, 11, 34, 1, 10, 25]","[44, 10, 8, 35, 16, 31, 1]"
294,903,20110607,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,12,35,34,17,15,30,37,4,5,36,42,45,34,19,10,40,8,7,44,29,42,36,22,25,41,21,16,35,11,20,43,19,9,45,27,37,41,5,13,40,9,18,29,19,14,18,42,24,45,43,21,40,10,44,41,17,25,24,27,3,34,43,45,"[25, 33, 4, 36, 45, 41, 43]","[24, 7, 21, 40, 9, 15, 25]","[11, 10, 14, 33, 39, 29, 26]","[12, 35, 34, 17, 15, 30, 37]","[36, 42, 45, 34, 19, 10, 40]","[44, 29, 42, 36, 22, 25, 41]","[35, 11, 20, 43, 19, 9, 45]","[41, 5, 13, 40, 9, 18, 29]","[18, 42, 24, 45, 43, 21, 40]","[41, 17, 25, 24, 27, 3, 34]","[17, 15, 28, 8, 41, 9, 7]","[32, 33, 39, 40, 43, 12, 18]","[6, 28, 17, 28, 1, 34, 34]","[4, 19, 40, 11, 1, 1, 16]","[23, 1, 12, 7, 16, 43, 22]","[25, 1, 2, 30, 31, 1, 43]","[28, 19, 1, 14, 6, 31, 16]","[44, 37, 34, 28, 21, 31, 22]","[26, 10, 36, 32, 6, 28, 1]","[38, 1, 8, 11, 1, 10, 40]","[37, 19, 7, 1, 36, 19, 16]","[38, 19, 11, 34, 1, 10, 25]"
295,904,20110614,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,12,35,34,17,15,30,37,4,5,36,42,45,34,19,10,40,8,7,44,29,42,36,22,25,41,21,16,35,11,20,43,19,9,45,27,37,41,5,13,40,9,18,29,19,14,18,42,24,45,43,21,40,10,44,"[17, 15, 28, 8, 41, 9, 7]","[25, 33, 4, 36, 45, 41, 43]","[24, 7, 21, 40, 9, 15, 25]","[11, 10, 14, 33, 39, 29, 26]","[12, 35, 34, 17, 15, 30, 37]","[36, 42, 45, 34, 19, 10, 40]","[44, 29, 42, 36, 22, 25, 41]","[35, 11, 20, 43, 19, 9, 45]","[41, 5, 13, 40, 9, 18, 29]","[18, 42, 24, 45, 43, 21, 40]","[4, 15, 13, 26, 21, 3, 1]","[38, 40, 45, 14, 22, 28, 31]","[35, 1, 23, 12, 26, 28, 43]","[6, 28, 17, 28, 1, 34, 34]","[4, 19, 40, 11, 1, 1, 16]","[23, 1, 12, 7, 16, 43, 22]","[25, 1, 2, 30, 31, 1, 43]","[28, 19, 1, 14, 6, 31, 16]","[44, 37, 34, 28, 21, 31, 22]","[26, 10, 36, 32, 6, 28, 1]","[38, 1, 8, 11, 1, 10, 40]","[37, 19, 7, 1, 36, 19, 16]"
296,905,20110621,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,12,35,34,17,15,30,37,4,5,36,42,45,34,19,10,40,8,7,44,29,42,36,22,25,41,21,16,35,11,20,43,19,9,45,27,37,41,5,13,40,9,18,29,19,14,"[4, 15, 13, 26, 21, 3, 1]","[17, 15, 28, 8, 41, 9, 7]","[25, 33, 4, 36, 45, 41, 43]","[24, 7, 21, 40, 9, 15, 25]","[11, 10, 14, 33, 39, 29, 26]","[12, 35, 34, 17, 15, 30, 37]","[36, 42, 45, 34, 19, 10, 40]","[44, 29, 42, 36, 22, 25, 41]","[35, 11, 20, 43, 19, 9, 45]","[41, 5, 13, 40, 9, 18, 29]","[19, 15, 16, 31, 42, 17, 37]","[34, 2, 40, 16, 20, 24, 30]","[9, 1, 8, 3, 16, 10, 7]","[35, 1, 23, 12, 26, 28, 43]","[6, 28, 17, 28, 1, 34, 34]","[4, 19, 40, 11, 1, 1, 16]","[23, 1, 12, 7, 16, 43, 22]","[25, 1, 2, 30, 31, 1, 43]","[28, 19, 1, 14, 6, 31, 16]","[44, 37, 34, 28, 21, 31, 22]","[26, 10, 36, 32, 6, 28, 1]","[38, 1, 8, 11, 1, 10, 40]"
297,906,20110628,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,12,35,34,17,15,30,37,4,5,36,42,45,34,19,10,40,8,7,44,29,42,36,22,25,41,21,16,35,11,20,43,19,9,45,27,37,"[19, 15, 16, 31, 42, 17, 37]","[4, 15, 13, 26, 21, 3, 1]","[17, 15, 28, 8, 41, 9, 7]","[25, 33, 4, 36, 45, 41, 43]","[24, 7, 21, 40, 9, 15, 25]","[11, 10, 14, 33, 39, 29, 26]","[12, 35, 34, 17, 15, 30, 37]","[36, 42, 45, 34, 19, 10, 40]","[44, 29, 42, 36, 22, 25, 41]","[35, 11, 20, 43, 19, 9, 45]","[28, 16, 23, 20, 35, 3, 27]","[2, 3, 4, 5, 36, 9, 11]","[39, 1, 20, 38, 31, 7, 43]","[9, 1, 8, 3, 16, 10, 7]","[35, 1, 23, 12, 26, 28, 43]","[6, 28, 17, 28, 1, 34, 34]","[4, 19, 40, 11, 1, 1, 16]","[23, 1, 12, 7, 16, 43, 22]","[25, 1, 2, 30, 31, 1, 43]","[28, 19, 1, 14, 6, 31, 16]","[44, 37, 34, 28, 21, 31, 22]","[26, 10, 36, 32, 6, 28, 1]"
298,907,20110705,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,12,35,34,17,15,30,37,4,5,36,42,45,34,19,10,40,8,7,44,29,42,36,22,25,41,21,16,"[28, 16, 23, 20, 35, 3, 27]","[19, 15, 16, 31, 42, 17, 37]","[4, 15, 13, 26, 21, 3, 1]","[17, 15, 28, 8, 41, 9, 7]","[25, 33, 4, 36, 45, 41, 43]","[24, 7, 21, 40, 9, 15, 25]","[11, 10, 14, 33, 39, 29, 26]","[12, 35, 34, 17, 15, 30, 37]","[36, 42, 45, 34, 19, 10, 40]","[44, 29, 42, 36, 22, 25, 41]","[20, 29, 28, 34, 40, 6, 33]","[5, 38, 10, 13, 45, 16, 29]","[12, 10, 3, 6, 41, 10, 28]","[39, 1, 20, 38, 31, 7, 43]","[9, 1, 8, 3, 16, 10, 7]","[35, 1, 23, 12, 26, 28, 43]","[6, 28, 17, 28, 1, 34, 34]","[4, 19, 40, 11, 1, 1, 16]","[23, 1, 12, 7, 16, 43, 22]","[25, 1, 2, 30, 31, 1, 43]","[28, 19, 1, 14, 6, 31, 16]","[44, 37, 34, 28, 21, 31, 22]"
299,908,20110712,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,12,35,34,17,15,30,37,4,5,36,42,45,34,19,10,40,8,7,"[20, 29, 28, 34, 40, 6, 33]","[28, 16, 23, 20, 35, 3, 27]","[19, 15, 16, 31, 42, 17, 37]","[4, 15, 13, 26, 21, 3, 1]","[17, 15, 28, 8, 41, 9, 7]","[25, 33, 4, 36, 45, 41, 43]","[24, 7, 21, 40, 9, 15, 25]","[11, 10, 14, 33, 39, 29, 26]","[12, 35, 34, 17, 15, 30, 37]","[36, 42, 45, 34, 19, 10, 40]","[8, 21, 7, 16, 35, 24, 27]","[2, 39, 41, 12, 16, 27, 28]","[41, 37, 23, 14, 21, 19, 19]","[12, 10, 3, 6, 41, 10, 28]","[39, 1, 20, 38, 31, 7, 43]","[9, 1, 8, 3, 16, 10, 7]","[35, 1, 23, 12, 26, 28, 43]","[6, 28, 17, 28, 1, 34, 34]","[4, 19, 40, 11, 1, 1, 16]","[23, 1, 12, 7, 16, 43, 22]","[25, 1, 2, 30, 31, 1, 43]","[28, 19, 1, 14, 6, 31, 16]"
300,909,20110719,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,12,35,34,17,15,30,37,4,5,"[8, 21, 7, 16, 35, 24, 27]","[20, 29, 28, 34, 40, 6, 33]","[28, 16, 23, 20, 35, 3, 27]","[19, 15, 16, 31, 42, 17, 37]","[4, 15, 13, 26, 21, 3, 1]","[17, 15, 28, 8, 41, 9, 7]","[25, 33, 4, 36, 45, 41, 43]","[24, 7, 21, 40, 9, 15, 25]","[11, 10, 14, 33, 39, 29, 26]","[12, 35, 34, 17, 15, 30, 37]","[27, 24, 5, 34, 20, 9, 8]","[36, 12, 20, 25, 26, 30, 31]","[17, 10, 29, 23, 41, 28, 28]","[41, 37, 23, 14, 21, 19, 19]","[12, 10, 3, 6, 41, 10, 28]","[39, 1, 20, 38, 31, 7, 43]","[9, 1, 8, 3, 16, 10, 7]","[35, 1, 23, 12, 26, 28, 43]","[6, 28, 17, 28, 1, 34, 34]","[4, 19, 40, 11, 1, 1, 16]","[23, 1, 12, 7, 16, 43, 22]","[25, 1, 2, 30, 31, 1, 43]"
301,910,20110726,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,11,10,14,33,39,29,26,42,21,"[27, 24, 5, 34, 20, 9, 8]","[8, 21, 7, 16, 35, 24, 27]","[20, 29, 28, 34, 40, 6, 33]","[28, 16, 23, 20, 35, 3, 27]","[19, 15, 16, 31, 42, 17, 37]","[4, 15, 13, 26, 21, 3, 1]","[17, 15, 28, 8, 41, 9, 7]","[25, 33, 4, 36, 45, 41, 43]","[24, 7, 21, 40, 9, 15, 25]","[11, 10, 14, 33, 39, 29, 26]","[41, 21, 10, 27, 35, 45, 23]","[38, 7, 11, 44, 12, 27, 29]","[10, 37, 21, 14, 11, 28, 4]","[17, 10, 29, 23, 41, 28, 28]","[41, 37, 23, 14, 21, 19, 19]","[12, 10, 3, 6, 41, 10, 28]","[39, 1, 20, 38, 31, 7, 43]","[9, 1, 8, 3, 16, 10, 7]","[35, 1, 23, 12, 26, 28, 43]","[6, 28, 17, 28, 1, 34, 34]","[4, 19, 40, 11, 1, 1, 16]","[23, 1, 12, 7, 16, 43, 22]"
302,911,20110802,42,2,4,20,29,27,25,32,17,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,24,7,21,40,9,15,25,3,38,"[41, 21, 10, 27, 35, 45, 23]","[27, 24, 5, 34, 20, 9, 8]","[8, 21, 7, 16, 35, 24, 27]","[20, 29, 28, 34, 40, 6, 33]","[28, 16, 23, 20, 35, 3, 27]","[19, 15, 16, 31, 42, 17, 37]","[4, 15, 13, 26, 21, 3, 1]","[17, 15, 28, 8, 41, 9, 7]","[25, 33, 4, 36, 45, 41, 43]","[24, 7, 21, 40, 9, 15, 25]","[42, 2, 4, 20, 29, 27, 25]","[1, 2, 36, 5, 38, 44, 30]","[38, 10, 41, 10, 41, 1, 4]","[10, 37, 21, 14, 11, 28, 4]","[17, 10, 29, 23, 41, 28, 28]","[41, 37, 23, 14, 21, 19, 19]","[12, 10, 3, 6, 41, 10, 28]","[39, 1, 20, 38, 31, 7, 43]","[9, 1, 8, 3, 16, 10, 7]","[35, 1, 23, 12, 26, 28, 43]","[6, 28, 17, 28, 1, 34, 34]","[4, 19, 40, 11, 1, 1, 16]"
303,912,20110809,33,39,29,27,14,6,26,23,30,42,2,4,20,29,27,25,32,17,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,25,33,4,36,45,41,43,19,21,"[42, 2, 4, 20, 29, 27, 25]","[41, 21, 10, 27, 35, 45, 23]","[27, 24, 5, 34, 20, 9, 8]","[8, 21, 7, 16, 35, 24, 27]","[20, 29, 28, 34, 40, 6, 33]","[28, 16, 23, 20, 35, 3, 27]","[19, 15, 16, 31, 42, 17, 37]","[4, 15, 13, 26, 21, 3, 1]","[17, 15, 28, 8, 41, 9, 7]","[25, 33, 4, 36, 45, 41, 43]","[33, 39, 29, 27, 14, 6, 26]","[34, 35, 10, 42, 20, 23, 26]","[40, 19, 17, 6, 11, 37, 16]","[38, 10, 41, 10, 41, 1, 4]","[10, 37, 21, 14, 11, 28, 4]","[17, 10, 29, 23, 41, 28, 28]","[41, 37, 23, 14, 21, 19, 19]","[12, 10, 3, 6, 41, 10, 28]","[39, 1, 20, 38, 31, 7, 43]","[9, 1, 8, 3, 16, 10, 7]","[35, 1, 23, 12, 26, 28, 43]","[6, 28, 17, 28, 1, 34, 34]"
304,913,20110816,5,24,25,18,22,39,41,16,6,33,39,29,27,14,6,26,23,30,42,2,4,20,29,27,25,32,17,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,17,15,28,8,41,9,7,6,25,"[33, 39, 29, 27, 14, 6, 26]","[42, 2, 4, 20, 29, 27, 25]","[41, 21, 10, 27, 35, 45, 23]","[27, 24, 5, 34, 20, 9, 8]","[8, 21, 7, 16, 35, 24, 27]","[20, 29, 28, 34, 40, 6, 33]","[28, 16, 23, 20, 35, 3, 27]","[19, 15, 16, 31, 42, 17, 37]","[4, 15, 13, 26, 21, 3, 1]","[17, 15, 28, 8, 41, 9, 7]","[5, 24, 25, 18, 22, 39, 41]","[5, 9, 13, 15, 22, 30, 31]","[22, 37, 27, 10, 26, 19, 22]","[40, 19, 17, 6, 11, 37, 16]","[38, 10, 41, 10, 41, 1, 4]","[10, 37, 21, 14, 11, 28, 4]","[17, 10, 29, 23, 41, 28, 28]","[41, 37, 23, 14, 21, 19, 19]","[12, 10, 3, 6, 41, 10, 28]","[39, 1, 20, 38, 31, 7, 43]","[9, 1, 8, 3, 16, 10, 7]","[35, 1, 23, 12, 26, 28, 43]"
305,914,20110823,9,12,39,26,18,27,7,8,30,5,24,25,18,22,39,41,16,6,33,39,29,27,14,6,26,23,30,42,2,4,20,29,27,25,32,17,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,4,15,13,26,21,3,1,14,27,"[5, 24, 25, 18, 22, 39, 41]","[33, 39, 29, 27, 14, 6, 26]","[42, 2, 4, 20, 29, 27, 25]","[41, 21, 10, 27, 35, 45, 23]","[27, 24, 5, 34, 20, 9, 8]","[8, 21, 7, 16, 35, 24, 27]","[20, 29, 28, 34, 40, 6, 33]","[28, 16, 23, 20, 35, 3, 27]","[19, 15, 16, 31, 42, 17, 37]","[4, 15, 13, 26, 21, 3, 1]","[9, 12, 39, 26, 18, 27, 7]","[8, 9, 43, 44, 13, 12, 20]","[11, 37, 11, 37, 21, 28, 22]","[22, 37, 27, 10, 26, 19, 22]","[40, 19, 17, 6, 11, 37, 16]","[38, 10, 41, 10, 41, 1, 4]","[10, 37, 21, 14, 11, 28, 4]","[17, 10, 29, 23, 41, 28, 28]","[41, 37, 23, 14, 21, 19, 19]","[12, 10, 3, 6, 41, 10, 28]","[39, 1, 20, 38, 31, 7, 43]","[9, 1, 8, 3, 16, 10, 7]"
306,915,20110830,41,4,22,16,28,8,34,13,20,9,12,39,26,18,27,7,8,30,5,24,25,18,22,39,41,16,6,33,39,29,27,14,6,26,23,30,42,2,4,20,29,27,25,32,17,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,19,15,16,31,42,17,37,39,44,"[9, 12, 39, 26, 18, 27, 7]","[5, 24, 25, 18, 22, 39, 41]","[33, 39, 29, 27, 14, 6, 26]","[42, 2, 4, 20, 29, 27, 25]","[41, 21, 10, 27, 35, 45, 23]","[27, 24, 5, 34, 20, 9, 8]","[8, 21, 7, 16, 35, 24, 27]","[20, 29, 28, 34, 40, 6, 33]","[28, 16, 23, 20, 35, 3, 27]","[19, 15, 16, 31, 42, 17, 37]","[41, 4, 22, 16, 28, 8, 34]","[3, 4, 7, 9, 41, 15, 24]","[19, 19, 22, 3, 1, 37, 43]","[11, 37, 11, 37, 21, 28, 22]","[22, 37, 27, 10, 26, 19, 22]","[40, 19, 17, 6, 11, 37, 16]","[38, 10, 41, 10, 41, 1, 4]","[10, 37, 21, 14, 11, 28, 4]","[17, 10, 29, 23, 41, 28, 28]","[41, 37, 23, 14, 21, 19, 19]","[12, 10, 3, 6, 41, 10, 28]","[39, 1, 20, 38, 31, 7, 43]"
307,916,20110906,20,2,27,44,16,5,40,22,31,41,4,22,16,28,8,34,13,20,9,12,39,26,18,27,7,8,30,5,24,25,18,22,39,41,16,6,33,39,29,27,14,6,26,23,30,42,2,4,20,29,27,25,32,17,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,28,16,23,20,35,3,27,33,17,"[41, 4, 22, 16, 28, 8, 34]","[9, 12, 39, 26, 18, 27, 7]","[5, 24, 25, 18, 22, 39, 41]","[33, 39, 29, 27, 14, 6, 26]","[42, 2, 4, 20, 29, 27, 25]","[41, 21, 10, 27, 35, 45, 23]","[27, 24, 5, 34, 20, 9, 8]","[8, 21, 7, 16, 35, 24, 27]","[20, 29, 28, 34, 40, 6, 33]","[28, 16, 23, 20, 35, 3, 27]","[20, 2, 27, 44, 16, 5, 40]","[1, 36, 37, 5, 14, 17, 18]","[38, 37, 44, 23, 6, 25, 25]","[19, 19, 22, 3, 1, 37, 43]","[11, 37, 11, 37, 21, 28, 22]","[22, 37, 27, 10, 26, 19, 22]","[40, 19, 17, 6, 11, 37, 16]","[38, 10, 41, 10, 41, 1, 4]","[10, 37, 21, 14, 11, 28, 4]","[17, 10, 29, 23, 41, 28, 28]","[41, 37, 23, 14, 21, 19, 19]","[12, 10, 3, 6, 41, 10, 28]"
308,917,20110913,31,24,38,37,6,20,18,21,8,20,2,27,44,16,5,40,22,31,41,4,22,16,28,8,34,13,20,9,12,39,26,18,27,7,8,30,5,24,25,18,22,39,41,16,6,33,39,29,27,14,6,26,23,30,42,2,4,20,29,27,25,32,17,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,20,29,28,34,40,6,33,21,8,"[20, 2, 27, 44, 16, 5, 40]","[41, 4, 22, 16, 28, 8, 34]","[9, 12, 39, 26, 18, 27, 7]","[5, 24, 25, 18, 22, 39, 41]","[33, 39, 29, 27, 14, 6, 26]","[42, 2, 4, 20, 29, 27, 25]","[41, 21, 10, 27, 35, 45, 23]","[27, 24, 5, 34, 20, 9, 8]","[8, 21, 7, 16, 35, 24, 27]","[20, 29, 28, 34, 40, 6, 33]","[31, 24, 38, 37, 6, 20, 18]","[1, 4, 5, 39, 41, 10, 45]","[41, 19, 19, 39, 36, 16, 16]","[38, 37, 44, 23, 6, 25, 25]","[19, 19, 22, 3, 1, 37, 43]","[11, 37, 11, 37, 21, 28, 22]","[22, 37, 27, 10, 26, 19, 22]","[40, 19, 17, 6, 11, 37, 16]","[38, 10, 41, 10, 41, 1, 4]","[10, 37, 21, 14, 11, 28, 4]","[17, 10, 29, 23, 41, 28, 28]","[41, 37, 23, 14, 21, 19, 19]"
309,918,20110920,4,17,29,1,27,19,22,8,28,31,24,38,37,6,20,18,21,8,20,2,27,44,16,5,40,22,31,41,4,22,16,28,8,34,13,20,9,12,39,26,18,27,7,8,30,5,24,25,18,22,39,41,16,6,33,39,29,27,14,6,26,23,30,42,2,4,20,29,27,25,32,17,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,8,21,7,16,35,24,27,33,5,"[31, 24, 38, 37, 6, 20, 18]","[20, 2, 27, 44, 16, 5, 40]","[41, 4, 22, 16, 28, 8, 34]","[9, 12, 39, 26, 18, 27, 7]","[5, 24, 25, 18, 22, 39, 41]","[33, 39, 29, 27, 14, 6, 26]","[42, 2, 4, 20, 29, 27, 25]","[41, 21, 10, 27, 35, 45, 23]","[27, 24, 5, 34, 20, 9, 8]","[8, 21, 7, 16, 35, 24, 27]","[4, 17, 29, 1, 27, 19, 22]","[37, 6, 39, 41, 21, 22, 24]","[18, 37, 18, 35, 31, 16, 19]","[41, 19, 19, 39, 36, 16, 16]","[38, 37, 44, 23, 6, 25, 25]","[19, 19, 22, 3, 1, 37, 43]","[11, 37, 11, 37, 21, 28, 22]","[22, 37, 27, 10, 26, 19, 22]","[40, 19, 17, 6, 11, 37, 16]","[38, 10, 41, 10, 41, 1, 4]","[10, 37, 21, 14, 11, 28, 4]","[17, 10, 29, 23, 41, 28, 28]"
310,919,20110927,15,26,32,34,21,40,23,37,22,4,17,29,1,27,19,22,8,28,31,24,38,37,6,20,18,21,8,20,2,27,44,16,5,40,22,31,41,4,22,16,28,8,34,13,20,9,12,39,26,18,27,7,8,30,5,24,25,18,22,39,41,16,6,33,39,29,27,14,6,26,23,30,42,2,4,20,29,27,25,32,17,41,21,10,27,35,45,23,39,37,27,24,5,34,20,9,8,7,23,"[4, 17, 29, 1, 27, 19, 22]","[31, 24, 38, 37, 6, 20, 18]","[20, 2, 27, 44, 16, 5, 40]","[41, 4, 22, 16, 28, 8, 34]","[9, 12, 39, 26, 18, 27, 7]","[5, 24, 25, 18, 22, 39, 41]","[33, 39, 29, 27, 14, 6, 26]","[42, 2, 4, 20, 29, 27, 25]","[41, 21, 10, 27, 35, 45, 23]","[27, 24, 5, 34, 20, 9, 8]","[15, 26, 32, 34, 21, 40, 23]","[32, 3, 35, 39, 11, 44, 15]","[9, 19, 27, 8, 1, 13, 43]","[18, 37, 18, 35, 31, 16, 19]","[41, 19, 19, 39, 36, 16, 16]","[38, 37, 44, 23, 6, 25, 25]","[19, 19, 22, 3, 1, 37, 43]","[11, 37, 11, 37, 21, 28, 22]","[22, 37, 27, 10, 26, 19, 22]","[40, 19, 17, 6, 11, 37, 16]","[38, 10, 41, 10, 41, 1, 4]","[10, 37, 21, 14, 11, 28, 4]"
